t,row,variable,horizon,scalar_baseline,scalar_refit,omitted_baseline,omitted_refit
0.05,25,output,4,-0.035583364,-0.035492377,0.00035974867,0.00059706265
0.05,26,output,5,-0.036023415,-0.035927874,0.0011905305,0.0013123186
0.05,27,output,6,-0.034889547,-0.034792576,0.0017223372,0.0017675747
0.05,28,output,7,-0.032433024,-0.032360861,0.0019700106,0.0019764046
0.05,29,output,8,-0.028854089,-0.028886405,0.0020028293,0.0019973429
0.05,30,output,9,-0.024796581,-0.024937756,0.0019082912,0.0019029092
0.05,31,output,10,-0.020660446,-0.020882818,0.0017430027,0.0017417876
0.05,32,output,11,-0.016686373,-0.016953347,0.0015432786,0.0015464257
0.05,33,output,12,-0.013011414,-0.013288905,0.001332094,0.0013381933
0.05,34,output,13,-0.0097056109,-0.0099668896,0.0011236568,0.0011308961
0.05,35,output,14,-0.0067961447,-0.0070231091,0.00092642367,0.00093317835
0.05,36,output,15,-0.0042832684,-0.0044658981,0.00074509389,0.00075016938
0.05,37,output,16,-0.0021508133,-0.0022858171,0.00058192958,0.00058461707
0.05,38,output,17,-0.00037309978,-0.0004623135,0.00043763139,0.00043766865
0.05,39,output,18,0.0010805392,0.0010317112,0.00031191919,0.00030941007
0.05,40,output,19,0.0022428202,0.0022267821,0.00020391676,0.0001992389
0.06,1,inflation,0,-0.0008442299,-0.00071576659,-7.0900717e-05,-8.0210063e-05
0.06,2,inflation,1,-0.0019102688,-0.0017436598,-0.00012318802,-0.00014420098
0.06,3,inflation,2,-0.0031034176,-0.0029602028,-0.00013942865,-0.00016781368
0.06,4,inflation,3,-0.0043365062,-0.0042551134,-0.0001187518,-0.00014837338
0.06,5,inflation,4,-0.0055338272,-0.0055344816,-6.9516213e-05,-9.5892421e-05
0.06,6,inflation,5,-0.0066310789,-0.0067190067,-1.1739661e-06,-2.1433019e-05
0.06,7,inflation,6,-0.0075767448,-0.0077450837,7.7118324e-05,6.4149399e-05
0.06,8,inflation,7,-0.0083330029,-0.0085653124,0.00015748857,0.00015143445
0.06,9,inflation,8,-0.0088769461,-0.0091499779,0.00023414463,0.00023356608
0.06,10,inflation,9,-0.0092027032,-0.0094913122,0.00030336928,0.00030628886
0.06,11,inflation,10,-0.0093163745,-0.0095964736,0.00036295835,0.00036718118
0.06,12,inflation,11,-0.0092319883,-0.0094824423,0.00041178829,0.00041511001
0.06,13,inflation,12,-0.0089685645,-0.009172359,0.00044950314,0.00044984474
0.06,14,inflation,13,-0.0085479763,-0.0086928791,0.00047628567,0.00047178034
0.06,15,inflation,14,-0.007993395,-0.0080722525,0.00049268831,0.00048173626
0.06,16,inflation,15,-0.0073281654,-0.00733893,0.00049950771,0.00048080871
0.06,17,inflation,16,-0.0065750039,-0.0065205584,0.00049769106,0.00047026103
0.06,18,inflation,17,-0.0057554396,-0.0056432669,0.00048826633,0.00045144181
0.06,19,inflation,18,-0.0048894397,-0.004731176,0.00047229037,0.00042572352
0.06,20,inflation,19,-0.0039951758,-0.0038060772,0.00045081075,0.0003944567
0.06,21,output,0,-0.011924095,-0.011861324,-0.002990562,-0.0021962748
0.06,22,output,1,-0.021817975,-0.021546343,-0.0031494766,-0.0022568857
0.06,23,output,2,-0.02884192,-0.028505629,-0.0021418896,-0.0014206165
0.06,24,output,3,-0.033280443,-0.03299132,-0.00075944077,-0.0003057131
0.06,25,output,4,-0.035583364,-0.035375205,0.00035974867,0.00061385065
0.06,26,output,5,-0.036023415,-0.035917471,0.0011905305,0.001301973
0.06,27,output,6,-0.034889547,-0.034899005,0.0017223372,0.001743702
0.06,28,output,7,-0.032433024,-0.032587039,0.0019700106,0.0019512245
0.06,29,output,8,-0.028854089,-0.029235112,0.0020028293,0.0019792064
0.06,30,output,9,-0.024796581,-0.025390368,0.0019082912,0.0018953066
0.06,31,output,10,-0.020660446,-0.021411424,0.0017430027,0.0017452905
0.06,32,output,11,-0.016686373,-0.017528156,0.0015432786,0.0015599731
0.06,33,output,12,-0.013011414,-0.013882479,0.001332094,0.0013599268
0.06,34,output,13,-0.0097056109,-0.010556302,0.0011236568,0.0011586873
0.06,35,output,14,-0.0067961447,-0.0075907608,0.00092642367,0.00096494619
0.06,36,output,15,-0.0042832684,-0.0049995079,0.00074509389,0.00078405816
0.06,37,output,16,-0.0021508133,-0.0027779343,0.00058192958,0.00061908109
0.06,38,output,17,-0.00037309978,-0.00090958353,0.00043763139,0.00047149777
0.06,39,output,18,0.0010805392,0.00062937445,0.00031191919,0.0003417187
0.06,40,output,19,0.0022428202,0.0018670194,0.00020391676,0.00022943388
0.07,1,inflation,0,-0.0008442299,-0.00067367082,-7.0900717e-05,-9.1913806e-05
0.07,2,inflation,1,-0.0019102688,-0.0016867652,-0.00012318802,-0.00017358488
0.07,3,inflation,2,-0.0031034176,-0.0029102482,-0.00013942865,-0.00021432723
0.07,4,inflation,3,-0.0043365062,-0.0042280377,-0.0001187518,-0.00020814687
0.07,5,inflation,4,-0.0055338272,-0.0055414744,-6.9516213e-05,-0.00016453491
0.07,6,inflation,5,-0.0066310789,-0.0067669004,-1.1739661e-06,-9.4779076e-05
0.07,7,inflation,6,-0.0075767448,-0.0078364602,7.7118324e-05,-1.0285319e-05
0.07,8,inflation,7,-0.0083330029,-0.0086982325,0.00015748857,7.8730237e-05
0.07,9,inflation,8,-0.0088769461,-0.0093175607,0.00023414463,0.00016462308
0.07,10,inflation,9,-0.0092027032,-0.0096833419,0.00030336928,0.00024252736
0.07,11,inflation,10,-0.0093163745,-0.009800859,0.00036295835,0.00030956487
0.07,12,inflation,11,-0.0092319883,-0.0096861878,0.00041178829,0.00036425275
0.07,13,inflation,12,-0.0089685645,-0.0093622057,0.00044950314,0.00040608506
0.07,14,inflation,13,-0.0085479763,-0.0088557268,0.00047628567,0.00043523406
0.07,15,inflation,14,-0.007993395,-0.0081954395,0.00049268831,0.00045233483
0.07,16,inflation,15,-0.0073281654,-0.0074104223,0.00049950771,0.00045832818
0.07,17,inflation,16,-0.0065750039,-0.0065290834,0.00049769106,0.00045434541
0.07,18,inflation,17,-0.0057554396,-0.0055784146,0.00048826633,0.00044162298
0.07,19,inflation,18,-0.0048894397,-0.0045834804,0.00047229037,0.00042143932
0.07,20,inflation,19,-0.0039951758,-0.0035670859,0.00045081075,0.00039506803
0.07,21,output,0,-0.011924095,-0.011706043,-0.002990562,-0.0020614339
0.07,22,output,1,-0.021817975,-0.021261766,-0.0031494766,-0.0021102158
0.07,23,output,2,-0.02884192,-0.028166464,-0.0021418896,-0.0013128839
0.07,24,output,3,-0.033280443,-0.032663108,-0.00075944077,-0.00025364904
0.07,25,output,4,-0.035583364,-0.035103579,0.00035974867,0.00062318364
0.07,26,output,5,-0.036023415,-0.035736326,0.0011905305,0.0012822488
0.07,27,output,6,-0.034889547,-0.034830608,0.0017223372,0.0017088289
0.07,28,output,7,-0.032433024,-0.032645664,0.0019700106,0.0019143354
0.07,29,output,8,-0.028854089,-0.029432156,0.0020028293,0.0019499345
0.07,30,output,9,-0.024796581,-0.025714055,0.0019082912,0.0018783724
0.07,31,output,10,-0.020660446,-0.021837952,0.0017430027,0.001742248
0.07,32,output,11,-0.016686373,-0.018028961,0.0015432786,0.0015704142
0.07,33,output,12,-0.013011414,-0.014428813,0.001332094,0.0013823049
0.07,34,output,13,-0.0097056109,-0.011121952,0.0011236568,0.0011908729
0.07,35,output,14,-0.0067961447,-0.0081535104,0.00092642367,0.0010045949
0.07,36,output,15,-0.0042832684,-0.0055417592,0.00074509389,0.00082884632
0.07,37,output,16,-0.0021508133,-0.0032867843,0.00058192958,0.00066685051
0.07,38,output,17,-0.00037309978,-0.0013765639,0.00043763139,0.00052033711
0.07,39,output,18,0.0010805392,0.0002087513,0.00031191919,0.0003900023
0.07,40,output,19,0.0022428202,0.0014938111,0.00020391676,0.00027583228
0.08,1,inflation,0,-0.0008442299,-0.00066647796,-7.0900717e-05,-9.0218582e-05
0.08,2,inflation,1,-0.0019102688,-0.0016749477,-0.00012318802,-0.00017253531
0.08,3,inflation,2,-0.0031034176,-0.0029007595,-0.00013942865,-0.00021613633
0.08,4,inflation,3,-0.0043365062,-0.0042296544,-0.0001187518,-0.00021408396
0.08,5,inflation,4,-0.0055338272,-0.0055628965,-6.9516213e-05,-0.0001747079
0.08,6,inflation,5,-0.0066310789,-0.0068154583,-1.1739661e-06,-0.00010852361
0.08,7,inflation,6,-0.0075767448,-0.0079171365,7.7118324e-05,-2.6433118e-05
0.08,8,inflation,7,-0.0083330029,-0.008813002,0.00015748857,6.1578671e-05
0.08,9,inflation,8,-0.0088769461,-0.0094649366,0.00023414463,0.00014784272
0.08,10,inflation,9,-0.0092027032,-0.009858078,0.00030336928,0.00022729208
0.08,11,inflation,10,-0.0093163745,-0.0099943449,0.00036295835,0.00029676715
0.08,12,inflation,11,-0.0092319883,-0.009887125,0.00041178829,0.00035447716
0.08,13,inflation,12,-0.0089685645,-0.0095574099,0.00044950314,0.00039961587
0.08,14,inflation,13,-0.0085479763,-0.0090309541,0.00047628567,0.00043208357
0.08,15,inflation,14,-0.007993395,-0.0083361718,0.00049268831,0.0004522833
0.08,16,inflation,15,-0.0073281654,-0.0075025715,0.00049950771,0.00046096921
0.08,17,inflation,16,-0.0065750039,-0.0065595926,0.00049769106,0.00045913252
0.08,18,inflation,17,-0.0057554396,-0.0055357439,0.00048826633,0.0004479146
0.08,19,inflation,18,-0.0048894397,-0.0044579765,0.00047229037,0.0004285404
0.08,20,inflation,19,-0.0039951758,-0.0033512393,0.00045081075,0.00040226704
0.08,21,output,0,-0.011924095,-0.011533257,-0.002990562,-0.0019283745
0.08,22,output,1,-0.021817975,-0.020925736,-0.0031494766,-0.0019579783
0.08,23,output,2,-0.02884192,-0.027732006,-0.0021418896,-0.0011917992
0.08,24,output,3,-0.033280443,-0.032195049,-0.00075944077,-0.00018288257
0.08,25,output,4,-0.035583364,-0.034654073,0.00035974867,0.00065227152
0.08,26,output,5,-0.036023415,-0.035349733,0.0011905305,0.0012801844
0.08,27,output,6,-0.034889547,-0.034541695,0.0017223372,0.0016872994
0.08,28,output,7,-0.032433024,-0.032481283,0.0019700106,0.0018849838
0.08,29,output,8,-0.028854089,-0.02941435,0.0020028293,0.0019217202
0.08,30,output,9,-0.024796581,-0.025840723,0.0019082912,0.0018563886
0.08,31,output,10,-0.020660446,-0.022092741,0.0017430027,0.0017289499
0.08,32,output,11,-0.016686373,-0.018388148,0.0015432786,0.0015665002
0.08,33,output,12,-0.013011414,-0.014866012,0.001332094,0.0013873497
0.08,34,output,13,-0.0097056109,-0.011611229,0.0011236568,0.0012037808
0.08,35,output,14,-0.0067961447,-0.0086713371,0.00092642367,0.001023921
0.08,36,output,15,-0.0042832684,-0.0060681336,0.00074509389,0.00085302034
0.08,37,output,16,-0.0021508133,-0.0038057427,0.00058192958,0.00069432797
0.08,38,output,17,-0.00037309978,-0.001876273,0.00043763139,0.00054969701
0.08,39,output,18,0.0010805392,-0.00026381011,0.00031191919,0.00042000527
0.08,40,output,19,0.0022428202,0.0010527419,0.00020391676,0.00030544993
0.09,1,inflation,0,-0.0008442299,-0.00065817325,-7.0900717e-05,-8.5896053e-05
0.09,2,inflation,1,-0.0019102688,-0.0016591133,-0.00012318802,-0.00016520905
0.09,3,inflation,2,-0.0031034176,-0.0028835348,-0.00013942865,-0.00020805564
0.09,4,inflation,3,-0.0043365062,-0.0042198542,-0.0001187518,-0.00020707703
0.09,5,inflation,4,-0.0055338272,-0.0055697459,-6.9516213e-05,-0.00016954678
0.09,6,inflation,5,-0.0066310789,-0.0068470531,-1.1739661e-06,-0.0001051677
0.09,7,inflation,6,-0.0075767448,-0.0079793311,7.7118324e-05,-2.4266059e-05
0.09,8,inflation,7,-0.0083330029,-0.0089087288,0.00015748857,6.349943e-05
0.09,9,inflation,8,-0.0088769461,-0.0095938216,0.00023414463,0.00015052346
0.09,10,inflation,9,-0.0092027032,-0.010015998,0.00030336928,0.00023159701
0.09,11,inflation,10,-0.0093163745,-0.010173686,0.00036295835,0.00030331184
0.09,12,inflation,11,-0.0092319883,-0.010077436,0.00041178829,0.00036358668
0.09,13,inflation,12,-0.0089685645,-0.0097462518,0.00044950314,0.0004113252
0.09,14,inflation,13,-0.0085479763,-0.009204817,0.00047628567,0.00044616471
0.09,15,inflation,14,-0.007993395,-0.0084813661,0.00049268831,0.00046828789
0.09,16,inflation,15,-0.0073281654,-0.0076060401,0.00049950771,0.00047827922
0.09,17,inflation,16,-0.0065750039,-0.006609606,0.00049769106,0.00047701326
0.09,18,inflation,17,-0.0057554396,-0.0055224604,0.00048826633,0.00046556659
0.09,19,inflation,18,-0.0048894397,-0.0043738602,0.00047229037,0.0004451473
0.09,20,inflation,19,-0.0039951758,-0.0031913363,0.00045081075,0.00041703815
0.09,21,output,0,-0.011924095,-0.011343138,-0.002990562,-0.001804134
0.09,22,output,1,-0.021817975,-0.020537552,-0.0031494766,-0.0018119221
0.09,23,output,2,-0.02884192,-0.027198673,-0.0021418896,-0.0010715452
0.09,24,output,3,-0.033280443,-0.031578387,-0.00075944077,-0.00010823299
0.09,25,output,4,-0.035583364,-0.034010687,0.00035974867,0.00068693955
0.09,26,output,5,-0.036023415,-0.034732893,0.0011905305,0.0012831186
0.09,27,output,6,-0.034889547,-0.033997797,0.0017223372,0.001668549
0.09,28,output,7,-0.032433024,-0.032049675,0.0019700106,0.0018551028
0.09,29,output,8,-0.028854089,-0.029128571,0.0020028293,0.001889227
0.09,30,output,9,-0.024796581,-0.025710162,0.0019082912,0.0018266271
0.09,31,output,10,-0.020660446,-0.022111054,0.0017430027,0.0017049861
0.09,32,output,11,-0.016686373,-0.018539429,0.0015432786,0.0015497899
0.09,33,output,12,-0.013011414,-0.015129281,0.001332094,0.0013782399
0.09,34,output,13,-0.0097056109,-0.011963637,0.0011236568,0.0012018874
0.09,35,output,14,-0.0067961447,-0.0090903839,0.00092642367,0.0010284119
0.09,36,output,15,-0.0042832684,-0.0065331228,0.00074509389,0.00086282501
0.09,37,output,16,-0.0021508133,-0.0042986564,0.00058192958,0.00070828973
0.09,38,output,17,-0.00037309978,-0.0023822069,0.00043763139,0.00056668011
0.09,39,output,18,0.0010805392,-0.00077108436,0.00031191919,0.00043896648
0.09,40,output,19,0.0022428202,0.00055270386,0.00020391676,0.00032548258
0.1,1,inflation,0,-0.0008442299,-0.00064951961,-7.0900717e-05,-8.186268e-05
0.1,2,inflation,1,-0.0019102688,-0.0016413346,-0.00012318802,-0.00015819446
0.1,3,inflation,2,-0.0031034176,-0.0028611223,-0.00013942865,-0.00020005336
0.1,4,inflation,3,-0.0043365062,-0.0042000563,-0.0001187518,-0.00019979498
0.1,5,inflation,4,-0.0055338272,-0.0055606447,-6.9516213e-05,-0.00016380294
0.1,6,inflation,5,-0.0066310789,-0.0068562163,-1.1739661e-06,-0.0001010654
0.1,7,inflation,6,-0.0075767448,-0.0080127915,7.7118324e-05,-2.1378883e-05
0.1,8,inflation,7,-0.0083330029,-0.008970304,0.00015748857,6.592188e-05
0.1,9,inflation,8,-0.0088769461,-0.0096846614,0.00023414463,0.00015332884
0.1,10,inflation,9,-0.0092027032,-0.010134054,0.00030336928,0.00023554564
0.1,11,inflation,10,-0.0093163745,-0.010313804,0.00036295835,0.0003089751
0.1,12,inflation,11,-0.0092319883,-0.010231821,0.00041178829,0.00037130105
0.1,13,inflation,12,-0.0089685645,-0.0099051389,0.00044950314,0.00042118359
0.1,14,inflation,13,-0.0085479763,-0.009357227,0.00047628567,0.00045803214
0.1,15,inflation,14,-0.007993395,-0.0086158741,0.00049268831,0.00048183255
0.1,16,inflation,15,-0.0073281654,-0.0077114953,0.00049950771,0.00049301211
0.1,17,inflation,16,-0.0065750039,-0.0066757683,0.00049769106,0.00049233187
0.1,18,inflation,17,-0.0057554396,-0.0055405323,0.00048826633,0.00048079896
0.1,19,inflation,18,-0.0048894397,-0.0043369013,0.00047229037,0.00045959415
0.1,20,inflation,19,-0.0039951758,-0.0030945576,0.00045081075,0.00043001123
0.1,21,output,0,-0.011924095,-0.011150131,-0.002990562,-0.0016933789
0.1,22,output,1,-0.021817975,-0.020121285,-0.0031494766,-0.0016793315
0.1,23,output,2,-0.02884192,-0.026594429,-0.0021418896,-0.00096038675
0.1,24,output,3,-0.033280443,-0.030839453,-0.00075944077,-3.7881468e-05
0.1,25,output,4,-0.035583364,-0.0331934,0.00035974867,0.00071963535
0.1,26,output,5,-0.036023415,-0.033895831,0.0011905305,0.0012843907
0.1,27,output,6,-0.034889547,-0.033196623,0.0017223372,0.0016469154
0.1,28,output,7,-0.032433024,-0.031335145,0.0019700106,0.0018200837
0.1,29,output,8,-0.028854089,-0.028545868,0.0020028293,0.0018489509
0.1,30,output,9,-0.024796581,-0.02528145,0.0019082912,0.001786652
0.1,31,output,10,-0.020660446,-0.021842085,0.0017430027,0.0016689289
0.1,32,output,11,-0.016686373,-0.018424656,0.0015432786,0.0015198085
0.1,33,output,12,-0.013011414,-0.015155808,0.001332094,0.0013554112
0.1,34,output,13,-0.0097056109,-0.01211425,0.0011236568,0.0011865066
0.1,35,output,14,-0.0067961447,-0.0093458324,0.00092642367,0.0010202295
0.1,36,output,15,-0.0042832684,-0.006873798,0.00074509389,0.00086123457
0.1,37,output,16,-0.0021508133,-0.0047057709,0.00058192958,0.0007124732
0.1,38,output,17,-0.00037309978,-0.0028385759,0.00043763139,0.00057571907
0.1,39,output,18,0.0010805392,-0.0012615887,0.00031191919,0.00045192456
0.1,40,output,19,0.0022428202,4.0902251e-05,0.00020391676,0.00034146422
